Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
frozen mini snowperson,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceSnowball.png,NA,1,large snowflake,2,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,2.0.0,Yes,0,Miscellaneous,743,blue,FtrIceSnowball,NA,6611,1063,FuuFZ5nxpMinaPY58
frozen partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceScreen.png,NA,1,large snowflake,6,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,3498,blue,FtrIceScreen,NA,6605,147,8MAAQxYSHaQBQ6A2t
frozen pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIcePillar.png,NA,1,large snowflake,3,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,3500,blue,FtrIcePillar,NA,6607,148,NLsTNAekFvRenddKs
frozen sculpture,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceArt.png,NA,1,large snowflake,4,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,3501,blue,FtrIceArt,NA,6608,141,GGrDCvwPHpbzRnhzi
frozen table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceTableL.png,NA,1,large snowflake,8,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,3497,blue,FtrIceTableL,NA,6603,146,ERiC3P6oPfo8EgJcb
frozen tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceTree.png,NA,1,large snowflake,8,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,3504,blue,FtrIceTree,NA,6609,145,CiiuZA9ZJhtjTrD8C
frozen-treat set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceCandy.png,NA,1,large snowflake,1,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Miscellaneous,4279,blue,FtrIceCandy,NA,6600,194,ygrBuPoB8ZKRjnXXD
fruit basket,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitbasket.png,NA,1,apple,1,pear,1,cherry,1,orange,1,peach,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,975,white,FtrFruitbasket,NA,1900,56,sAtJ8kdcam2FX5MJb
fruit cupcakes,https://acnhcdn.com/latest/CookingIcon/FtrCupcakeFruits.png,NA,1,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14116,color_70,FtrCupcakeFruits,NA,14203,924,tCDrHekuCbcy2nchq
fruit pizza,https://acnhcdn.com/latest/CookingIcon/FtrPizzaFruits.png,NA,3,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14697,color_63,FtrPizzaFruits,NA,13203,969,ad8Jxepey729xieTR
fruit salad,https://acnhcdn.com/latest/CookingIcon/FtrSaladbowlFruits.png,NA,1,apple,1,orange,1,pear,1,peach,1,cherry,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13966,color_73,FtrSaladbowlFruits,NA,12205,875,E88cLtY4J7Jw6QgaQ
fruit scones,https://acnhcdn.com/latest/CookingIcon/FtrSconeFruits.png,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14115,color_70,FtrSconeFruits,NA,14402,923,gpgHgqhHPmXohiHov
fruit wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathFruit.png,NA,2,apple,1,pear,3,cherry,3,orange,1,peach,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,4378,white,FtrDoorOrnamentWreathFruit,NA,1940,223,FPCNEvg2aBDZZkjxu
fruit-topped pancakes,https://acnhcdn.com/latest/CookingIcon/FtrPancakeFruits.png,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14132,color_64,FtrPancakeFruits,NA,14803,940,iNr2FDtBATbYFx3He
frying pan,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPan.png,NA,2,iron nugget,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4104,dark gray,FtrPan,NA,908,199,bgMKMNGmxjKPXaDNp
full-body glowing-moss suit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceSalopetteemmLMoss0.png,NA,15,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14257,color_56,TopsTexOnepieceSalopetteemmLMoss0,NA,1583,1005,i35LbGfqcgZwgpWqD
galaxy flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorGalaxy00.png,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,5269,silver,RoomSpFloorGalaxy00,NA,2260,482,e3XyJ7j4bQYXSRDBW
garbage-heap flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGarbage00.png,NA,2,empty can,2,boot,2,old tire,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 15 trash,NA,NA,1.0.0,Yes,0,Floors,5236,dark gray,RoomTexFloorGarbage00,NA,680,486,Ksn3xwxp4aqcty4Z6
garbage-heap wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallGarbage00.png,NA,2,empty can,2,boot,2,old tire,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 15 trash,NA,NA,1.0.0,Yes,0,Wallpaper,5229,dark gray,RoomTexWallGarbage00,NA,670,301,pmFETBqn6JQFmXnA3
garden bench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrParkbenche.png,NA,12,wood,4,iron nugget,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,3509,blue,FtrParkbenche,NA,1009,124,AToP4B59FCDjcpbHj
garden rock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenrock.png,NA,15,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,729,light gray,FtrGardenrock,NA,805,48,gH69947Ybie3us6SB
garden wagon,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenwagon.png,NA,3,white hyacinths,3,red cosmos,3,yellow roses,8,wood,2,iron nugget,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Housewares,8419,brown,FtrGardenwagon,NA,436,571,4g5iFxN9TFG7KwndZ
gear apparatus,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGearVertical.png,NA,3,gears,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,50,Housewares,13511,yellow,FtrGearVertical,NA,2168,1047,mBBXoCPzatB9dsd8h
gear tower,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGearHorizontal.png,NA,4,gears,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,50,Housewares,13509,yellow,FtrGearHorizontal,NA,2167,1046,CTbWocnuicHLsYz3Q
Gemini closet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacGemini.png,NA,3,star fragment,2,Gemini fragment,2,gold nugget,6,stone,,,,,NFS,200,NA,NA,Celeste,,Gemini,Yes,1.0.0,Yes,0,Housewares,5960,silver,FtrZodiacGemini,NA,2302,377,jD3cfJDgrgBozKYnz
giant ornament,https://acnhcdn.com/latest/DIYRecipeIcon/FtrOrnamentBig.png,NA,10,red ornament,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Housewares,14594,white,FtrOrnamentBig,NA,7414,1013,W2b8yFSKD2pCSgibP
giant teddy bear,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBearXL.png,NA,1,Papa bear,1,Mama bear,1,Baby bear,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Housewares,1504,yellow,FtrBearXL,NA,2160,577,jPYidbBoH7RNB4jRQ
giant vine,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBeanstalk.png,NA,25,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14192,color_56,FtrBeanstalk,NA,1303,830,bJ36JiffXjoKehdN7
gift pile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCrsPresents.png,NA,3,red wrapping paper,1,wooden-block toy,1,cardboard box,,,,,,,NFS,200,NA,NA,Jingle,Reward from Jingle after delivering more than half the gifts on Toy Day,Toy Day,Yes,1.6.0,Yes,0,Housewares,13244,white,FtrCrsPresents,NA,7411,750,w5mSW9qzTeyEypXTh
glow-in-the-dark stickers,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuminousSticker.png,NA,5,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wall-mounted,14215,color_56,FtrLuminousSticker,NA,1530,998,NwRL2i2m6Xts7qmvz
glowing-moss balloon,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossBalloon.png,NA,10,glowing moss,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14208,color_56,FtrLuMossBalloon,NA,1502,1000,vxppzYpNu2H5RuXwA
glowing-moss boulder,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossTable.png,NA,15,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14209,color_56,FtrLuMossTable,NA,1501,828,znAWfRX9ukCK2RK46
glowing-moss cave wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallGlowCave00.png,NA,10,glowing moss,10,clay,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wallpaper,13881,color_56,RoomSpWallGlowCave00,NA,1551,772,K3JbMBxMBZr9ZpqjJ
glowing-moss dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceBalloonemmHMoss0.png,NA,15,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14259,color_56,TopsTexOnepieceBalloonemmHMoss0,NA,1584,1006,rpKeoJZ3kEyshQLAi
glowing-moss flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorGlowMoss00.png,NA,10,glowing moss,10,clump of weeds,5,stone,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Floors,13879,color_56,RoomSpFloorGlowMoss00,NA,1560,770,Eq3nYFjnB3h7QEwbc
glowing-moss forest wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallGlowMoss00.png,NA,10,glowing moss,10,hardwood,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wallpaper,13019,color_56,RoomSpWallGlowMoss00,NA,1550,773,uARWazeeLrFfxPZnb
glowing-moss headband,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentFMoss0.png,NA,3,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14201,color_56,CapOrnamentFMoss0,NA,1582,1004,iWLMkxHwdxBZHKx73
glowing-moss hood,https://acnhcdn.com/latest/DIYRecipeIcon/CapCostumeMoss0.png,NA,8,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14199,color_56,CapCostumeMoss0,NA,1580,1002,uhuDiCmFfateCdrRf
glowing-moss jar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossBottle.png,NA,3,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Miscellaneous,14604,color_56,FtrLuMossBottle,NA,1503,1001,CwWgFRg3XFij6Bcbw
glowing-moss pointed cap,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatMoss0.png,NA,8,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14198,color_56,CapHatMoss0,NA,1581,1003,PGwujCnH3QHrDEwsg
glowing-moss pond,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossFountain.png,NA,30,glowing moss,10,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14212,color_56,FtrLuMossFountain,NA,1507,995,qtaZkptnWkY53bngb
glowing-moss rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugRectGlowMossM00.png,NA,6,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Rugs,13877,color_56,RugRectGlowMossM00,NA,1571,768,95Fvc6yPCAzw4hXSH
glowing-moss ruins wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallGlowRemains00.png,NA,10,glowing moss,1,ruins wall,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wallpaper,13874,color_56,RoomSpWallGlowRemains00,NA,1552,765,zd258JrtWLHEFjt8K
glowing-moss statue,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossStatue.png,NA,5,glowing moss,8,stone,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14213,color_56,FtrLuMossStatue,NA,1506,996,vADanXnx9D3QosSdx
glowing-moss stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossChair.png,NA,8,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14207,color_56,FtrLuMossChair,NA,1500,827,J5CZbZHxn7chngcmG
glowing-moss wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathLuMoss.png,NA,5,glowing moss,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Wall-mounted,14211,color_56,FtrDoorOrnamentWreathLuMoss,NA,1540,994,9knqoEQkS4TAmspFa
glowing-moss-jar shelves,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLuMossShelf.png,NA,6,glowing-moss jar,6,iron nugget,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14214,color_56,FtrLuMossShelf,NA,1504,997,DGKnaL7QgHt93NiaN
gnocchi di carote,https://acnhcdn.com/latest/CookingIcon/FtrGnocchiCarrot.png,NA,2,flour,3,carrot,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13940,color_61,FtrGnocchiCarrot,NA,12901,853,FR4pcoqQTEAru5dCs
gnocchi di patate,https://acnhcdn.com/latest/CookingIcon/FtrGnocchiPotato.png,NA,2,flour,3,potato,,,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Savory,13939,color_73,FtrGnocchiPotato,NA,12902,852,zbCK2ibhrPLZd4juP
gnocchi di zucca,https://acnhcdn.com/latest/CookingIcon/FtrGnocchiPumpkin.png,NA,2,flour,3,orange pumpkin,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13938,color_68,FtrGnocchiPumpkin,NA,12903,851,2vBYxcMArqhGwRFQk
gold armor,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceOverallLPlatearmorGold.png,NA,8,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Equipment,4590,gold,TopsTexOnepieceOverallLPlatearmorGold,NA,1161,566,9ThvdcF6fyMHcpzx2
gold bars,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldbar.png,NA,3,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,3065,gold,FtrGoldbar,NA,1100,81,3DtQMaiAHW8XDdX4c
gold helmet,https://acnhcdn.com/latest/DIYRecipeIcon/CapFullfaceKnightGold.png,NA,5,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,200,Equipment,5346,gold,CapFullfaceKnightGold,NA,1160,644,ihpryTYADPJmMyH3G
gold rose crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentRose5.png,NA,6,gold roses,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,7378,green,CapOrnamentRose5,NA,8216,460,RAj5rwhgZgfNLzsTh
gold rose wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathRoseGold.png,NA,10,gold roses,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5820,green,FtrDoorOrnamentWreathRoseGold,NA,7856,449,fYHqu9bGpt2ivTWRt
gold-armor shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesKneeKnightGold.png,NA,4,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,200,Equipment,5524,gold,ShoesKneeKnightGold,NA,1162,643,4nY6xoTSqFMjzsTLp
gold-nugget mining car,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldTrolley.png,NA,3,gold nugget,1,mining car,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,100,Housewares,14480,gold,FtrGoldTrolley,NA,1123,1031,TrrHRrPWiwDFRRqNF
gold-screen wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallFusumaGorgeous00.png,NA,2,gold nugget,1,screen wall,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4820,gold,RoomTexWallFusumaGorgeous00,NA,1151,298,oCeLPYajbm2MHZyGn
golden altar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldAltar.png,NA,5,gold nugget,1,forbidden altar,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,2.0.0,Yes,200,Housewares,14482,gold,FtrGoldAltar,NA,1122,1029,9pTNd8Haukur6KfYa
golden arowana model,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFishArowanaGold.png,NA,3,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,11260,gold,FtrFishArowanaGold,NA,1132,602,TG3z4Bf2ju3Wo5tRK
golden axe,https://acnhcdn.com/latest/DIYRecipeIcon/ToolAxeGold.png,NA,1,gold nugget,1,axe,,,,,,,,,NFS,NA,NA,NA,Breaking 100 axes,,NA,NA,1.0.0,Yes,0,Tools,9617,gold,ToolAxeGold,NA,112,663,M67DJhFjbWusf3xXk
golden bathtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldBathSquare.png,NA,2,gold nugget,1,square bathtub,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,2.0.0,Yes,100,Housewares,14483,gold,FtrGoldBathSquare,NA,1120,1030,fY9XZ74aRKnhdt4cD
golden candlestick,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldCandlestand.png,NA,2,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,50,Miscellaneous,3772,gold,FtrGoldCandlestand,NA,1102,130,F78p9Pkj6X2TRfpDT
golden casket,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldCoffin.png,NA,8,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,200,Housewares,8825,gold,FtrGoldCoffin,NA,1105,569,erQLwMgyX6NwbpNmG
golden decorative plate,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldDecorativeplate.png,NA,1,gold nugget,1,decorative plate,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14492,gold,FtrGoldDecorativeplate,NA,1111,1027,tSPacuJhhLwshhhgM
golden dharma,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldDharma.png,NA,1,gold nugget,1,dharma,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14487,gold,FtrGoldDharma,NA,1109,825,PH6T5n5grNanGNxbY
golden dishes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldDishes.png,NA,1,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,50,Miscellaneous,3810,gold,FtrGoldDishes,NA,1101,131,NX2ZZ8qZnEqqWtSGH
golden dung beetle,https://acnhcdn.com/latest/DIYRecipeIcon/FtrInsectKabutomushiGold.png,NA,3,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,5941,gold,FtrInsectKabutomushiGold,NA,1131,601,XhKhDoMTgc8eAoJna
golden flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGold00.png,NA,4,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Floors,5021,gold,RoomTexFloorGold00,NA,1155,475,Xju8kS2TB7B9EXbDG
golden garden bunny,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldOrnamentRabbit.png,NA,1,gold nugget,1,bunny garden decoration,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14488,gold,FtrGoldOrnamentRabbit,NA,1113,1024,dPg2a7oiZy4CzMee6
golden gear apparatus,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldGearVertical.png,NA,2,gold nugget,1,gear apparatus,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,100,Housewares,14485,gold,FtrGoldGearVertical,NA,1117,1022,upbwMnFjWGmHNtgP7
golden gear tower,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldGearHorizontal.png,NA,2,gold nugget,1,gear tower,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,100,Housewares,14486,gold,FtrGoldGearHorizontal,NA,1118,1023,8DPAigiGevwoymiyq
golden gears,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGearWallGold.png,NA,1,gold nugget,3,iron nugget,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,11261,gold,FtrGearWallGold,NA,1130,595,5JDaCQoYazbP4QkGN
golden ladder set-up kit,https://acnhcdn.com/latest/DIYRecipeIcon/LadderKitD.png,NA,1,ladder,1,gold nugget,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,100,Tools,14470,gold,LadderKitD,NA,126,819,QkvwL7LsEtLzxuHxh
golden meter and pipes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldBulb.png,NA,2,gold nugget,1,meter and pipes,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,100,Housewares,14484,gold,FtrGoldBulb,NA,1116,1021,Xo4sJGYucyRqjvYd5
golden net,https://acnhcdn.com/latest/DIYRecipeIcon/ToolNetGold.png,NA,1,gold nugget,1,net,,,,,,,,,NFS,200,NA,NA,Completing bug Critterpedia,,NA,NA,1.0.0,Yes,0,Tools,8179,gold,ToolNetGold,NA,115,658,cnQ4qLNgFDK7F4NQJ
golden piggy bank,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldPigbank.png,NA,1,gold nugget,1,piggy bank,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14479,gold,FtrGoldPigbank,NA,1112,1020,mHpfACFkTpL4vGppR
golden pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWallPillarGold.png,NA,4,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14600,color_54,FtrWallPillarGold,NA,1182,835,NtqEiTFP8SyhYA8Gz
golden plate armor,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldArmor.png,NA,2,gold nugget,1,plate armor,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,2.0.0,Yes,100,Housewares,14478,gold,FtrGoldArmor,NA,1115,1019,7avyvZXAoTyvKwpfC
golden rod,https://acnhcdn.com/latest/DIYRecipeIcon/ToolFishingrodGold.png,NA,1,gold nugget,1,fishing rod,,,,,,,,,NFS,200,NA,NA,Completing fish Critterpedia,,NA,NA,1.0.0,Yes,0,Tools,8660,gold,ToolFishingrodGold,NA,114,662,FTWgTtoCgm3jNGhM4
golden samurai suit,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldArmorHelmetJapan.png,NA,2,gold nugget,1,samurai suit,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,100,Housewares,14533,gold,FtrGoldArmorHelmetJapan,NA,1121,1032,aD9hH8DGH6dsqBCva
golden seat,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldbench.png,NA,5,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,200,Housewares,3473,gold,FtrGoldbench,NA,1103,133,EgGa9re6PRbpcCESz
golden shovel,https://acnhcdn.com/latest/DIYRecipeIcon/ToolScoopGold.png,NA,1,gold nugget,1,shovel,,,,,,,,,NFS,200,NA,NA,Helping Gulliver 30 times,,NA,NA,1.0.0,Yes,0,Tools,8574,gold,ToolScoopGold,NA,113,660,aEtPEYkwgj9BJ48Et
