Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_2.png,Green,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_2,5_2,14051,ic9bn7ZjSgD7NruLq
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_3.png,Green,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_3,5_3,14051,t6JP5a8N48nh4XZzu
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_4.png,Green,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_4,5_4,14051,e2mew36EAgY6r2q2s
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_5.png,Green,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_5,5_5,14051,SiPECfamdkLxERuDf
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_6.png,Green,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_6,5_6,14051,NkENtrpFpXETFkcZv
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_5_7.png,Green,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_7,5_7,14051,Q9dtZKt8dR7A4v6Yh
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_0.png,Pink,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_0,6_0,14051,w4ZNjpEasGs6x76Jg
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_1.png,Pink,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_1,6_1,14051,L5MdeJxBaxy55HSiX
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_2.png,Pink,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_2,6_2,14051,qTpBCP7ZRXFCvSvxw
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_3.png,Pink,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_3,6_3,14051,MPMJGtNrEjKjsiNJf
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_4.png,Pink,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_4,6_4,14051,kwMNDfhGSoxbQJv9w
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_5.png,Pink,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_5,6_5,14051,B9yoC6un2TmsQSYjQ
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_6.png,Pink,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_6,6_6,14051,xqCtMFa9MToACwgAv
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_6_7.png,Pink,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_7,6_7,14051,9YHafqatXqmGKEaWK
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_0.png,Light brown,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_0,7_0,14051,GMQJ6MMv6fR5i8sZ9
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_1.png,Light brown,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_1,7_1,14051,BeJ2BHcF3tG3Brukx
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_2.png,Light brown,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_2,7_2,14051,BNf8MqaZu7hnFKP9E
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_3.png,Light brown,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_3,7_3,14051,LGuL5fjtE4KZPP6DJ
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_4.png,Light brown,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_4,7_4,14051,yHKFEoeshiL6YknbZ
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_5.png,Light brown,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_5,7_5,14051,zG5phPSicssNpWSvt
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_6.png,Light brown,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_6,7_6,14051,G93qALLyGRFSELwhq
fancy frame,https://acnhcdn.com/latest/FtrIcon/FtrFrameLuxuryWall_Remake_7_7.png,Light brown,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_7,7_7,14051,pZJyrsCDrmcSCBoRH
fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriMix,NA,5677,8PemBLHX35teZJkzR
fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Red,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMumMix,NA,5749,g9AQk7fhJK4ugWzef
fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseMix,NA,5747,2qqKqAEwdH3MA43hH
festive wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentXmasWreath.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,375,Green,Red,NA,NA,1x1,All villagers,,Toy Day (days before); Toy Day,Yes,351,party,fancy,festive,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.6.0,Yes,FtrDoorOrnamentXmasWreath,NA,13357,PuW3BG8bjWjicAGJL
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,Light blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Aqua,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,Red,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Red,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Orange,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,Yellow,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Yellow,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,Green,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Green,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,Blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Purple,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,Black,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Black,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,Gray,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Gray,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7
fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,2500,Yellow,Brown,NA,NA,1x1,Blathers,Reward for completing the Stamp Rally in the fish gallery during International Museum Day,International Museum Day,Yes,437,expensive,den,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFishWall,NA,12486,RdYGQnDdR5PNJaFgH
fish poster,https://acnhcdn.com/latest/FtrIcon/FtrFishPoster.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,5000,1250,Colorful,Beige,NA,NA,1x1.5,Donating all fish,,NA,NA,251,school,lab,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,2.0.0,Yes,FtrFishPoster,NA,12040,y4zvMz3R8TcMWDNzw
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,Giant trevally,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,Red snapper,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Red,Colorful,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,Blue marlin,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,Squid,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,Black bass,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,Carp,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,Giant snakehead,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,Nintenmaru - Big Catch,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,Tsurukamemaru - Longevity,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,Marufukumaru - Bounty,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_2_0,2_0,3583,6fkTnq6gtKGNZ2hkd
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,Uomasamaru III - Launch,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_3_0,3_0,3583,FvadFFEchz7wY8inP
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_0_0.png,White,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,White,Yellow,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_0_0,0_0,14524,iBE27zkRKNLkB8PfQ
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_1_0.png,Light blue,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Aqua,Gray,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_1_0,1_0,14524,78b6qKejGfvbBf7RD
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_2_0.png,Pink,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Pink,White,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_2_0,2_0,14524,TGjZJid5ER2dheQF7
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_3_0.png,Purple,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Purple,Black,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_3_0,3_0,14524,6xK4Mijf75JMA3g7P
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_4_0.png,Yellow,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Yellow,Green,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_4_0,4_0,14524,DKZzTLKChKWLXkL8o
floral sconce,https://acnhcdn.com/latest/FtrIcon/FtrSconceWall_Remake_5_0.png,Damaged,Shade color,NA,NA,No,No,No,NA,NA,None,1000,1200,300,Beige,Brown,1100,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,European,fantasy,None,None,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,2.0.0,Yes,FtrSconceWall_Remake_5_0,5_0,14524,k5gjFKuHRxhM8FbCG
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,200,Yellow,Aqua,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_0_0,0_0,4027,DixWDRX2EtfWWgGpn
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,Pink,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,200,Pink,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_1_0,1_0,4027,dqybXussR5wojtN2z
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,200,Purple,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_2_0,2_0,4027,8aQCZQPq5vXgLR343
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,White,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,200,White,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_3_0,3_0,4027,CA7qXcXwJTNX7RCEB
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,Colorful,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,200,Colorful,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_4_0,4_0,4027,K2yF2iMQvn4HPPTaL
