Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
embroidered tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNEmbroidery2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNEmbroidery2.png,Blue,No,960,240,51,Blue,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cute,Active,everyday; comfy; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNEmbroidery2,746,8091,2K72KeAGyAKbedWiT
embroidered tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNEmbroidery6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNEmbroidery6.png,Navy blue,No,960,240,51,Blue,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cute,Active,everyday; comfy; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNEmbroidery6,746,8095,6irGeSdqQsYeMi5vr
embroidered tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNEmbroidery1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNEmbroidery1.png,Purple,No,960,240,51,Purple,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cute,Active,everyday; comfy; vacation,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNEmbroidery1,746,8090,hYZdoywEYD2xwiy9f
energetic sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLKids3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLKids3.png,Pink,No,960,240,51,Pink,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLKids3,616,7638,npAHqkah6boHyWapW
energetic sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLKids0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLKids0.png,Yellow,No,960,240,51,Yellow,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLKids0,616,5262,b73ao3rF3oavR8z4N
energetic sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLKids1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLKids1.png,Light blue,No,960,240,51,Aqua,Pink,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLKids1,616,7636,E6ALXxWpkw9utQtdC
energetic sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLKids2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLKids2.png,Purple,No,960,240,51,Purple,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLKids2,616,7637,FS6rPfKWZk6erLJ9S
explorer shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHExplorer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHExplorer2.png,Beige,No,1120,280,51,Gray,Green,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer2,107,9432,m2Jz8dTEe675cwCFg
explorer shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHExplorer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHExplorer1.png,Avocado,No,1120,280,51,Green,Red,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer1,107,9431,38yGvATTz5s8nD6fk
explorer shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHExplorer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHExplorer3.png,Blue,No,1120,280,51,Blue,Yellow,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer3,107,9433,2FszT8afYqxji5xW3
explorer shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHExplorer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHExplorer0.png,Camel,No,1120,280,51,Beige,Orange,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer0,107,3264,mafpBag6Kcdxw3zpb
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew0.png,Black,No,1200,300,51,Black,Red,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,1,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew0,1442,14727,WX7EZ7ZpQYHmhnAry
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew1.png,Blue,No,1200,300,51,Black,Blue,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,2,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew1,1442,435,6eet6DJLytgY6w7oo
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew5.png,Pink,No,1200,300,51,Pink,Aqua,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,3,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew5,1442,439,Cv5jxPFHdtvKRtNYN
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew2.png,Orange,No,1200,300,51,Orange,Green,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,4,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew2,1442,436,KzsLbRZ9aPArxWX6M
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew3.png,Green,No,1200,300,51,Green,Yellow,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,5,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew3,1442,437,8pov7wGtstiw7Kjnb
fast-food uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCrew4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCrew4.png,Brown,No,1200,300,51,Brown,Beige,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,6,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew4,1442,438,FG5HCNRmykopeSXiM
faux-hair sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMohair1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMohair1.png,White,No,1200,300,51,White,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cool,Simple,comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMohair1,350,7648,ov6EXHn8MFDMPWEbr
faux-hair sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMohair0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMohair0.png,Red,No,1200,300,51,Red,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cool,Simple,comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMohair0,350,4417,j9z6bwxTqZqSpEEbs
faux-shearling coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMouton4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMouton4.png,Gray,No,1680,420,51,Gray,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton4,84,9225,xASWpNjz7nip6orFK
faux-shearling coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMouton3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMouton3.png,Black,No,1680,420,51,Black,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton3,84,9224,TgjdjQK3v8FWQ2Jpq
faux-shearling coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMouton1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMouton1.png,Pink,No,1680,420,51,Pink,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Elegant,Cute,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton1,84,9222,NhSEgskn7iX97xigX
faux-shearling coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMouton2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMouton2.png,Green,No,1680,420,51,Green,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton2,84,9223,qCcxbbyokkZbCStbz
faux-shearling coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMouton0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMouton0.png,Beige,No,1680,420,51,Beige,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton0,84,3222,WpjniGSpQzK38nX3q
fired-up kanji tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHKanjipassion0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHKanjipassion0.png,Tamashii (Soul),No,640,160,51,Black,Yellow,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,1,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion0,1414,14430,SB3y5pKyosk29HKf9
fired-up kanji tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHKanjipassion1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHKanjipassion1.png,Kizuna (Bond),No,640,160,51,Black,Gray,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,2,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion1,1414,14900,Tyqy2D8vevmRwNGhR
fired-up kanji tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHKanjipassion2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHKanjipassion2.png,Men (Noodles),No,640,160,51,Black,White,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,3,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion2,1414,14901,cmPE4JHEJxbMHycGd
fired-up kanji tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHKanjipassion3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHKanjipassion3.png,Yume (Dream),No,640,160,51,Black,Colorful,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,4,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion3,1414,14902,pmxbjvQoA9oakexj2
fischerhemd,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFischerhemdBlue.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFischerhemdBlue.png,NA,No,1800,450,51,Blue,Red,1x1,1600,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Summer,Free,Free,Simple,Active,outdoorsy; vacation; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFischerhemdBlue,813,5658,tMByLq3jkhDNDB2vu
fish-print tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFish0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFish0.png,NA,No,NFS,160,501,Beige,Yellow,1x1,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHFish0,1152,8765,SebBDo7mypSMwQxhL
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing4.png,Black,No,1440,360,51,Black,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing4,83,8620,SsMk9hPcTALaaqCc2
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing0.png,Red,No,1440,360,51,Red,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing0,83,3219,RC8hPfezpZdaGwkmy
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing5.png,Pink,No,1440,360,51,Pink,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing5,83,8621,YeFbuycQnEZPCoYqw
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing2.png,Orange,No,1440,360,51,Orange,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing2,83,8618,gc4p6ZxvEKhAoraHr
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing7.png,Avocado,No,1440,360,51,Green,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing7,83,8623,hLEANyFRfjAxPzAMX
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing6.png,Green,No,1440,360,51,Green,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing6,83,8622,FZ5eX8LMEnXquex8p
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing1.png,Blue,No,1440,360,51,Blue,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing1,83,8617,2HBbMgcvJHkp46WyQ
fishing vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFishing3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFishing3.png,Purple,No,1440,360,51,Purple,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing3,83,8619,HTpFLAmPhjZkBWEwZ
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness4.png,Black,No,800,200,51,Black,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness4,250,8048,9mya7BZEbeBnmXrB9
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness6.png,Red,No,800,200,51,Red,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness6,250,8050,ycywcxPLS4fxdaWrn
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness1.png,Pink,No,800,200,51,Pink,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness1,250,8045,zNFW9iSr8vzJzngWo
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness3.png,Orange,No,800,200,51,Orange,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness3,250,8047,cC2fXHXZt7jELsHC6
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness5.png,Yellow,No,800,200,51,Yellow,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness5,250,8049,rNcc6oPNg5F9rYxET
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness0.png,Mint,No,800,200,51,Green,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness0,250,4205,pf3TqdjT25titHKTC
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness2.png,Light blue,No,800,200,51,Aqua,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness2,250,8046,EAQWmffPDBgLrwHKa
fitness tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNFitness7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNFitness7.png,Purple,No,800,200,51,Purple,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness7,250,8051,AfSxXnD68W5NzygyT
five-ball tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHNumberball5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHNumberball5.png,NA,No,560,140,51,Orange,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball5,133,3322,WsYW9gfDhPcPPerbk
flame tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFire0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFire0.png,NA,No,800,200,51,Red,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFire0,1047,9536,zk7LLkWEFDXBhA56g
flannel shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFlannel0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFlannel0.png,Red,No,1200,300,51,Red,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel0,85,3225,n8NYrB9rdjARN3JcB
flannel shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFlannel1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFlannel1.png,Green,No,1200,300,51,Green,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel1,85,8945,jRHjkvvvQWrYykHTr
flannel shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFlannel2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFlannel2.png,Blue,No,1200,300,51,Blue,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel2,85,8946,usEu4RNDtAHWtXkpw
flannel shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFlannel4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFlannel4.png,Purple,No,1200,300,51,Purple,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel4,85,8948,PA9YxRzWDLRnwautw
flannel shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLFlannel3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFlannel3.png,Beige,No,1200,300,51,Beige,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel3,85,8947,kRizWQBEk6BmJs6xD
flashy cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLPsychedelic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLPsychedelic0.png,Red,No,1200,300,51,Red,Colorful,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Gorgeous,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic0,823,5685,s7fDJcPmirS68nmuF
flashy cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLPsychedelic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLPsychedelic1.png,Blue,No,1200,300,51,Blue,Colorful,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Gorgeous,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic1,823,7857,TBsGpCoXDJ9CxGpwE
