Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,Green,No,2300,575,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform3,216,7574,2jQPzXpkeZmMxvx9w
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,Light blue,No,2300,575,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,5,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform2,216,7573,KNF9iwH9ngDTqnKk4
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,Navy blue,No,2300,575,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,6,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform0,216,3662,3CFkchA3Zfxz9DnWs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,Brown,No,2300,575,51,Brown,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,everyday; formal,7,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLJumperskirtuniform6,216,7577,CsvFf2cCyMhyPFqw5
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble7.png,Red,No,2500,625,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,1,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble7,278,7898,bgdzEm2gnaxaLcg2w
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble0.png,Pink,No,2500,625,51,Pink,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,2,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble0,278,4264,agJbh38EWokmNbPgf
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble6.png,Orange,No,2500,625,51,Orange,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,3,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble6,278,7897,riHhent3vQqegbgWk
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble5.png,Yellow,No,2500,625,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,4,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble5,278,7896,tg76ovWWJtRgGHAc8
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble4.png,Green,No,2500,625,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,5,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble4,278,7895,XXqS6gMTkwvt29PLQ
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble3.png,Light blue,No,2500,625,51,Aqua,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,6,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble3,278,7894,7KAdP2tCycDcCBQdR
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble2.png,Blue,No,2500,625,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,7,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble2,278,7893,gkpvRugnC3Cv2mNXE
bubble-skirt party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBubble1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBubble1.png,Purple,No,2500,625,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Cute,Gorgeous,party; theatrical,8,Yes,Balloon,N,For sale,1.9.0,Yes,TopsTexOnepieceBalloonNBubble1,278,7892,XidtQ7qicf2oQy38x
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit2.png,White,No,1800,450,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit2,61,9623,7xzu4Ys5ayDMh3QkL
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit0.png,Pink,No,1800,450,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit0,61,3146,KQ5QsgF3P2WxrTvhB
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit1.png,Yellow,No,1800,450,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLRabbit1,61,9622,p22BcWCbkCwbKfdGf
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly0.png,Black,No,2660,665,51,Black,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly0,914,6025,2tXmnh6dsLpeXXzTz
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly1.png,Indigo blue,No,2660,665,51,Blue,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly1,914,9002,Q4NnC2ukrEWQ8shqY
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly2.png,Fuchsia,No,2660,665,51,Purple,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Cute,formal; party,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLButterfly2,914,9003,ZhwvywiRTTBSkzFng
café-uniform dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHCafecute0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHCafecute0.png,Pink,No,1600,400,51,Pink,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,1,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute0,1446,14751,XPsFZ5EuYK5YQ6CmA
café-uniform dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHCafecute2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHCafecute2.png,Orange,No,1600,400,51,Orange,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,2,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute2,1446,14946,w5bdfw737CSQjafQ5
café-uniform dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHCafecute3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHCafecute3.png,Green,No,1600,400,51,Green,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,3,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute3,1446,14947,oTdTpj9G6PMFkNcaL
café-uniform dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHCafecute1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHCafecute1.png,Light blue,No,1600,400,51,Aqua,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; work,4,Yes,A-line,H,For sale,2.0.0,Yes,TopsTexOnepieceAlineHCafecute1,1446,14945,dADqGhaRAwjD65L2c
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur2.png,Pink,No,2400,600,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,1,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur2,462,8599,qrDjNj9z9tsBBkFDy
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur0.png,Yellow,No,2400,600,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,2,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur0,462,4596,HxJuZMqqfqwZ3yQ6g
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur3.png,Green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,Summer,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,3,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur3,462,8600,D7RAkYz7aTCKeQKY3
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur1.png,Light blue,No,2400,600,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,4,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur1,462,8598,MaT29CPxJiqDQnewm
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur4.png,Navy blue,No,2400,600,51,Blue,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,5,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur4,462,8601,FqAuiLYPXsMEPxaFk
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur5.png,Purple,No,2400,600,51,Purple,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Womanly,Womanly,Elegant,Simple,everyday; comfy; vacation,6,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHCachecoeur5,462,8602,PtZiAPuN3NRFLLWgY
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi2.png,Green,No,2000,500,51,Green,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi2,318,9216,HT8Lu48j3m8shvz4B
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi1.png,Aqua,No,2000,500,51,Aqua,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi1,318,9215,jwC9dmFJnsmbkdse7
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi0.png,Dark blue,No,2000,500,51,Blue,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi0,318,4342,PKmcxZDiorL3Rz83t
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi3.png,Mustard,No,2000,500,51,Brown,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,All Year,All Year,NA,Manly,Manly,Cool,Simple,everyday,4,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLKinagashi3,318,9217,GPp5hBycht292wA9z
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat2.png,White,No,1800,450,51,White,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat2,67,9625,6sgrrCZPeuRbSExnR
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat0.png,Navy blue,No,1800,450,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat0,67,3167,rvt2Jdk4KsCn66uay
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat1.png,Brown,No,1800,450,51,Brown,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLCat1,67,9624,qcN4eke6XEupE2z4N
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar0.png,Green,No,1700,425,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNCaterpillar0,450,4577,CyRDpLxsHJhPCBJwB
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar1.png,Yellow,No,1700,425,51,Yellow,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,2,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNCaterpillar1,450,9638,nb9JAkDG3E7GLqw3T
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar2.png,Rainbow,No,1700,425,51,Colorful,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party,3,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNCaterpillar2,450,9639,Zwc7h8Ru7sheZdpLd
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive2.png,Gray,No,1050,262,51,Gray,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNPrimitive2,89,9627,9ZCDYtgWQhtoLQzuJ
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive0.png,Orange,No,1050,262,51,Orange,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNPrimitive0,89,3232,CTS5tntAwfias2evj
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive1.png,Yellow,No,1050,262,51,Yellow,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNPrimitive1,89,9626,htQRvpp3YnrzzNm3o
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt3.png,Beige,No,1840,460,51,Beige,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Cute,Elegant,everyday,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt3,527,8970,yJFpb8GqzrJxTSZDc
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt0.png,Red,No,1840,460,51,Beige,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Womanly,Womanly,Cute,Elegant,everyday,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt0,527,4731,foykwA5waMkGNMvNm
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt2.png,Yellow,No,1840,460,51,Beige,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Cute,Elegant,everyday,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt2,527,8969,uGsbSB2SJZsP64pqb
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt1.png,Green,No,1840,460,51,Beige,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Cute,Elegant,everyday,4,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLJumperskirt1,527,8968,XKXusoE3TaQLY2tEa
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer0.png,Red,No,1920,480,51,White,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer0,20,3058,g3dWDD7n3PGXNT3dy
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer2.png,Blue,No,1920,480,51,White,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer2,20,9366,vP9Kpn48fLE6L73XT
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer1.png,Purple,No,1920,480,51,White,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer1,20,9365,eKXzgseNxuDfkz2nA
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer3.png,Berry red,No,1920,480,51,Black,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,4,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer3,20,9367,gyrgYDrC7ijcYKP66
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer5.png,Pink,No,1920,480,51,Black,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,5,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer5,20,9369,QpEGE87fwiWRrXF2g
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer7.png,Yellow,No,1920,480,51,Black,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,sporty; theatrical,6,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNCheer7,20,9371,aG6oyKtLFSykGXaqv
