Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_0_3.png,Black,Color,Dinner menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Black,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_3,0_3,13157,MKs66dr2nWM8Jinp9
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_0_4.png,Black,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Black,Colorful,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_4,0_4,13157,KnN9BFDz3k2q4A5Ge
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_0_5.png,Black,Color,Timetable,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Black,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_5,0_5,13157,xWdrNzYsohFShstHX
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_0_6.png,Black,Color,Service numbers,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Black,Green,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_6,0_6,13157,w9XnPye2fdbru49T6
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_0_7.png,Black,Color,Stock updates,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Black,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_7,0_7,13157,9DacbLzRcAgddhuky
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_0.png,White,Color,Café menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_0,1_0,13157,AzTuYXSWvaYbnWH6y
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_1.png,White,Color,Drink menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Aqua,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_1,1_1,13157,j9LHLHQrGdxWMHoAk
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_2.png,White,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,White,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_2,1_2,13157,f8tByPKfe4Tfoqbm6
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_3.png,White,Color,Dinner menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_3,1_3,13157,2oF6ADqdJgjZyjegP
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_4.png,White,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Colorful,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_4,1_4,13157,sPsYjW2kaDtLhKurr
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_5.png,White,Color,Timetable,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_5,1_5,13157,TaDzoR2gzXWozdK7u
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_6.png,White,Color,Service numbers,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Green,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_6,1_6,13157,HTNprAAauJ3wZx28Y
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_1_7.png,White,Color,Stock updates,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,White,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_7,1_7,13157,8WNZoPXjF6dy4qjtE
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_0.png,Silver,Color,Café menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_0,2_0,13157,2HQ4jW8JAerr75JbM
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_1.png,Silver,Color,Drink menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Aqua,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_1,2_1,13157,uNvuymdLwKmHjYP2t
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_2.png,Silver,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,White,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_2,2_2,13157,iMJ3Mnp4LBeyKEiSg
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_3.png,Silver,Color,Dinner menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_3,2_3,13157,LhnQETo2hH6zB8T2J
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_4.png,Silver,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Colorful,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_4,2_4,13157,T6n2iR8RGthCAxJso
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_5.png,Silver,Color,Timetable,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_5,2_5,13157,XBcqnk4oj77arwtnP
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_6.png,Silver,Color,Service numbers,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Green,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_6,2_6,13157,oXdAZiFiHzWds8sCS
dual hanging monitors,https://acnhcdn.com/latest/FtrIcon/FtrElectricBoardCeiling_Remake_2_7.png,Silver,Color,Stock updates,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_7,2_7,13157,6uRJbJ6ifRLx9tZJg
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_0_0.png,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Green,Green,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_0_0,0_0,13119,z3NdvA7Ag7GaCoBg9
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_1_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Aqua,Aqua,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_1_0,1_0,13119,L9acqzZ3p3ZWqSquz
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_2_0.png,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Red,Red,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_2_0,2_0,13119,Ci6kRtHR2sebKf6t8
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_3_0.png,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Yellow,Yellow,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_3_0,3_0,13119,Dqpdd9D3u3Jzbxn4Y
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_4_0.png,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Pink,Pink,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_4_0,4_0,13119,JGHX2AWo48EWqSFpe
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_5_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,White,White,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_5_0,5_0,13119,A7uquzQ9mDBqogBiS
enamel lamp,https://acnhcdn.com/latest/FtrIcon/FtrEnamelCeiling_Remake_6_0.png,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Black,Black,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_6_0,6_0,13119,zzsPuSitPWSGr9y4d
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_0.png,Gold,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_0,0_0,13151,Fk2gL6ojxtwScbwSo
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_1.png,Gold,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_1,0_1,13151,Atz78nLksLmJtxa4X
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_2.png,Gold,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_2,0_2,13151,maFaaK5thKLrmknPu
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_3.png,Gold,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_3,0_3,13151,osJefXSMca6gRLcBX
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_4.png,Gold,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_4,0_4,13151,t2z8Fe6TdEmwzt7Ez
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_5.png,Gold,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_5,0_5,13151,yzsNN8xAEDyby2ajS
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_6.png,Gold,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_6,0_6,13151,BpLr7DQoRWhLuBmWW
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_0_7.png,Gold,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_7,0_7,13151,5iaNrtzapzQWmE4F4
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_0.png,Black,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_0,1_0,13151,fDhq5f2yQ5E9S8kmK
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_1.png,Black,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_1,1_1,13151,mWvfaTY99BXoEeB23
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_2.png,Black,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_2,1_2,13151,sErJ7EWbfDznwoycS
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_3.png,Black,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_3,1_3,13151,3z3oNTTM34uv5pj8C
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_4.png,Black,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_4,1_4,13151,ivES6wruQuxDroRhA
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_5.png,Black,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_5,1_5,13151,K6nRZi4a7LL93GfSj
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_6.png,Black,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_6,1_6,13151,iB9BLaPh88gGpwjxw
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_1_7.png,Black,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_7,1_7,13151,Jx7MniQgq7yG3RXY9
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_0.png,Red,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_0,2_0,13151,QLgSM6b96ZRfoJT8P
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_1.png,Red,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_1,2_1,13151,hAwY68kyqhnGtYEhB
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_2.png,Red,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_2,2_2,13151,P3JBW3zKA7M3azAsC
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_3.png,Red,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_3,2_3,13151,pyqz7tvZfzzE4MTrY
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_4.png,Red,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_4,2_4,13151,3qQw4tnoBXYFcmKYe
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_5.png,Red,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_5,2_5,13151,r4d4rP2Az2HmwArex
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_6.png,Red,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_6,2_6,13151,FeyEipyboSLLPCjCt
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_2_7.png,Red,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_7,2_7,13151,skFNJEhbzXARutJjn
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_3_0.png,Brass,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_0,3_0,13151,9eT5fXzDP6stqeMiJ
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_3_1.png,Brass,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_1,3_1,13151,6B5cdZLhGbnoBEMDv
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_3_2.png,Brass,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_2,3_2,13151,9rTucC7BJnsfKYkME
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_3_3.png,Brass,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_3,3_3,13151,Qv5DsNGGoXWX37mFT
festival lantern,https://acnhcdn.com/latest/FtrIcon/FtrAsianLanternCeiling_Remake_3_4.png,Brass,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_4,3_4,13151,2QRtc6Z6QExvJDAMQ
