Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
checkered school pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideStudent1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideStudent1.png,Pink,No,1240,310,51,Pink,Red,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cool,Simple,fairy tale; formal,5,No,For sale,2.0.0,Yes,BottomsTexPantsWideStudent1,1429,14930,3DRyp6xuNhTvNBJ6d
checkered school pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideStudent2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideStudent2.png,White,No,1240,310,51,White,Gray,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cool,Simple,fairy tale; formal,6,No,For sale,2.0.0,Yes,BottomsTexPantsWideStudent2,1429,14931,f83DNkQuhhkduH74X
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent0.png,Dark gray,No,1240,310,51,Gray,Red,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,1,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent0,1428,14607,SCBAHfy5K4jTLtbh2
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent4.png,Light gray,No,1240,310,51,Black,White,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,2,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent4,1428,14928,ertRMy2YpjDvwuJLq
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent5.png,Blue,No,1240,310,51,Blue,Aqua,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,3,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent5,1428,14929,wfsJ3STsc8L33XaPp
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent3.png,Yellow,No,1240,310,51,Yellow,Black,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,4,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent3,1428,14927,eJRvzb7pRAu9HEgK9
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent1.png,Pink,No,1240,310,51,Pink,Red,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,5,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent1,1428,14925,rjBvAEGAqJ6ibfB3b
checkered school skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineStudent2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineStudent2.png,White,No,1240,310,51,White,Gray,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,fairy tale; formal,6,No,For sale,2.0.0,Yes,BottomsTexSkirtAlineStudent2,1428,14926,YKas64TuokinprcDs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino4.png,Gray,No,700,175,51,Gray,Gray,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,1,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino4,14,4178,D6KCYWuZqY88CAATu
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino5.png,Red,No,700,175,51,Red,Red,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,2,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino5,14,9013,pgrmQRsgR2qgxwJ8t
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino7.png,Yellow,No,700,175,51,Yellow,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,3,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino7,14,9015,TwhDtvuDCotbDtKKh
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino3.png,Avocado,No,700,175,51,Green,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,4,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino3,14,4177,S6pSqRksTsdzBi2Yk
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino6.png,Blue,No,700,175,51,Blue,Blue,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,5,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino6,14,9014,afD5PHF2cBvnKi8ES
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino2.png,Navy blue,No,700,175,51,Blue,Blue,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,6,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino2,14,4176,7NcEMTxER9ww3sA5B
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino1.png,Brown,No,700,175,51,Brown,Brown,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,7,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino1,14,4175,uf6Lr8ddF7urXKan3
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino0.png,Beige,No,700,175,51,Beige,Beige,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,8,No,For sale,1.0.0,Yes,BottomsTexPantsNormalChino0,14,3308,4bM6obTFKJ3B2PGEL
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEnaguas0.png,Red,No,1100,275,51,Red,Green,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongEnaguas0,818,5665,dkj7vqFes2bnYp9hW
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEnaguas4.png,Orange,No,1100,275,51,Red,Blue,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,comfy; vacation,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongEnaguas4,818,8746,ZQGSEG9RP9sqfa7ia
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEnaguas2.png,Pink,No,1100,275,51,Pink,Green,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,comfy; vacation,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongEnaguas2,818,8744,pn9yS5D9FtupYJ6WR
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEnaguas3.png,Green,No,1100,275,51,Green,Pink,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,comfy; vacation,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongEnaguas3,818,8745,Ly94vKvqsqm4xJ2Zt
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEnaguas1.png,Blue,No,1100,275,51,Blue,Orange,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Active,comfy; vacation,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongEnaguas1,818,8743,84sm6aSEFS2uH3H5B
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian7.png,White,No,2100,525,51,White,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,1,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian7,854,11378,6KpRqiQ7reR2rRuJt
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian2.png,Red,No,2100,525,51,Red,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,2,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian2,854,11373,dfbDHy7bcSL65F5iS
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian0.png,Orange,No,2100,525,51,Orange,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,3,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian0,854,5736,2AgN6yfDb4J7vkrLw
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian3.png,Yellow,No,2100,525,51,Yellow,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,4,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian3,854,11374,cFJbT39oyaosBJgZW
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian4.png,Green,No,2100,525,51,Green,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,5,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian4,854,11375,xxqufwfX3RAtXGEwG
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian6.png,Aquamarine,No,2100,525,51,Green,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,6,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian6,854,11377,ujrZCxQMHg5xpQDmg
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian1.png,Blue,No,2100,525,51,Blue,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,7,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian1,854,11372,ZMNbGsd6ohsAeMdWP
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalComedian5.png,Purple,No,2100,525,51,Purple,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,party; theatrical,8,No,For sale,1.0.0,Yes,BottomsTexPantsNormalComedian5,854,11376,ebEXKa53MZCSMJk6M
comic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfComic0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfComic0.png,NA,No,1140,285,51,Colorful,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Cool,Active,comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfComic0,726,5411,TFDJr788MeaHhmaw4
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy4.png,Light gray,No,1040,260,51,Gray,Gray,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Simple,everyday,1,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy4,468,9728,sivNDyug23pyzX5vX
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy5.png,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Simple,everyday,2,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy5,468,9729,jghFRrscG3LNw3Zjs
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy2.png,Pink,No,1040,260,51,Pink,Pink,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Simple,Simple,everyday,3,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy2,468,9726,C7Z2sj3c25KN5NbXX
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy0.png,Camel,No,1040,260,51,Orange,Orange,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Simple,everyday,4,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy0,468,4602,eYgbZsTTRhZiKqeJL
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy3.png,Green,No,1040,260,51,Green,Green,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Simple,Simple,everyday,5,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy3,468,9727,bpSpcGFuw6ev9G4DM
corduroy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCorduroy1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCorduroy1.png,Brown,No,1040,260,51,Brown,Brown,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Simple,Simple,everyday,6,No,For sale,1.0.0,Yes,BottomsTexPantsWideCorduroy1,468,9725,4NBNcdENnPc6CQ9Tg
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy4.png,Light gray,No,1040,260,51,Gray,Gray,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,1,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy4,295,11148,s2NQ2ErkM9ww5n2yR
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy5.png,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,2,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy5,295,11149,gQpa9CCG6BtGZ3p8Y
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy2.png,Pink,No,1040,260,51,Pink,Pink,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,3,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy2,295,11146,SEAWj7xusERnyPfX2
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy1.png,Camel,No,1040,260,51,Orange,Orange,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,4,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy1,295,11145,j87g2ybZPiMSuFM3c
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy3.png,Green,No,1040,260,51,Green,Green,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,5,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy3,295,11147,rsn5a7ewFoKZwqGBM
corduroy skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCorduroy0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCorduroy0.png,Brown,No,1040,260,51,Brown,Brown,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,6,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxCorduroy0,295,4296,hkh2BatWWHbp4Takj
corte skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCorte1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCorte1.png,Magenta,No,880,220,51,Pink,Red,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCorte1,870,8747,BT4nLGNxHn76pGAGS
corte skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCorte2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCorte2.png,Green,No,880,220,51,Green,Green,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,comfy; vacation,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCorte2,870,8748,XvWSD3qqc2S4ngTbn
corte skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCorte0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCorte0.png,Blue,No,880,220,51,Aqua,Blue,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,comfy; vacation,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCorte0,870,5781,QztEA2BHy6k26G47J
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped1.png,White,No,920,230,51,White,White,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,1,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped1,347,9707,3kxw3nFpQHeNdweep
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped0.png,Black,No,920,230,51,Black,Black,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; formal; work,2,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped0,347,4408,AMgJhWiZ3cwDzCE4L
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped2.png,Pink,No,920,230,51,Pink,Pink,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,3,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped2,347,9708,DXthceTZC45rJ3zSL
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped5.png,Orange,No,920,230,51,Orange,Orange,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,4,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped5,347,9711,fWnwgErZPiu6iCNEF
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped7.png,Yellow,No,920,230,51,Yellow,Yellow,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; formal; work,5,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped7,347,9713,2CgLvY2RgEmj7tKBT
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped3.png,Light blue,No,920,230,51,Aqua,Aqua,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,6,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped3,347,9709,mAxKFpZasiLL3zbvp
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped6.png,Blue,No,920,230,51,Blue,Blue,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,7,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped6,347,9712,2PdktqSeZMosQpqPG
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped4.png,Beige,No,920,230,51,Beige,Beige,1x1,830,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; formal; work,8,No,For sale,1.0.0,Yes,BottomsTexPantsNormalCropped4,347,9710,zKAAToR2hxStXvw9a
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise3.png,Gray,No,1100,275,51,Black,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Elegant,everyday,1,No,For sale,1.0.0,Yes,BottomsTexPantsWideSusomise3,149,9265,am6sZqRcWeCFrFMXR
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise2.png,Green,No,1100,275,51,Green,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Elegant,everyday,2,No,For sale,1.0.0,Yes,BottomsTexPantsWideSusomise2,149,9264,qL7Y8MZrKWirDf6ZZ
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise1.png,Purple,No,1100,275,51,Purple,Pink,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Elegant,everyday,3,No,For sale,1.0.0,Yes,BottomsTexPantsWideSusomise1,149,9263,FJhjZmdbL3vDw48fH
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise0.png,Brown,No,1100,275,51,Brown,Beige,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Elegant,everyday,4,No,For sale,1.0.0,Yes,BottomsTexPantsWideSusomise0,149,3353,3LaTyaJxffCQu8SAt
culottes,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotCulotte1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotCulotte1.png,White,No,700,175,51,White,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; comfy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexPantsHotCulotte1,369,6842,x9PFQGeAAT5iNmgjj
