Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery0.png,Brown,No,1000,250,51,Brown,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,5,No,For sale,1.0.0,Yes,SocksTexEmbroidery0,628,5204,qAsvxHbnuC6DDNZjG
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery3.png,Beige,No,1000,250,51,Beige,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,6,No,For sale,1.0.0,Yes,SocksTexEmbroidery3,628,9909,fwcHa7FkHcm4BZdYP
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks5.png,White,No,600,150,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Simple,Simple,everyday; work,1,No,For sale,1.0.0,Yes,SocksTexDailysocks5,1059,10038,4s4vWXEwkLbb3efNb
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks3.png,Gray,No,600,150,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,2,No,For sale,1.0.0,Yes,SocksTexDailysocks3,1059,10036,RYHfit78bZMtfDcGL
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png,Black,No,600,150,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,3,No,For sale,1.0.0,Yes,SocksTexDailysocks1,1059,10034,Pe45hBHF5EJnYr9Es
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png,Navy blue,No,600,150,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Simple,Simple,everyday; work,4,No,For sale,1.0.0,Yes,SocksTexDailysocks2,1059,10035,MyTLF7gvqar4TjoR3
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks0.png,Brown,No,600,150,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,5,No,For sale,1.0.0,Yes,SocksTexDailysocks0,1059,9645,7NubAsby6JGtDjkQE
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png,Beige,No,600,150,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,6,No,For sale,1.0.0,Yes,SocksTexDailysocks4,1059,10037,AjdoBNEpkupPceJ4z
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer; Winter,Free,Simple,Simple,everyday; work,1,No,For sale,1.0.0,Yes,SocksTexDailytights3,1050,9684,iENLav487Pt8WgfWk
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png,Light gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,2,No,For sale,1.0.0,Yes,SocksTexDailytights1,1050,9682,GG4hZNfY85kX42aEe
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png,Gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Simple,Simple,everyday; work,3,No,For sale,1.0.0,Yes,SocksTexDailytights2,1050,9683,HWnMuGqHxjQLh7yDJ
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,4,No,For sale,1.0.0,Yes,SocksTexDailytights0,1050,9581,rh6Bpp5D5QL7QXt7F
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png,Navy blue,No,720,180,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,5,No,For sale,1.0.0,Yes,SocksTexDailytights4,1050,9685,Byc5JuPksWfY4wprE
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png,Beige,No,720,180,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Simple,Simple,everyday; work,6,No,For sale,1.0.0,Yes,SocksTexDailytights5,1050,9686,w9RMWiq6CjrmwWJtN
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png,White,No,480,120,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Cool,party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexAmitights1,48,9659,gsjb2cGwKR3nQswoP
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png,Black,No,480,120,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Elegant,Cool,party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexAmitights0,48,3096,3tL4DiJ9rWHthc9Pk
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png,Red,No,480,120,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Cool,party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexAmitights2,48,9660,48n6aHZGEPnDEK9jx
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot0.png,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,All Year,Free,Elegant,Cute,fairy tale; formal; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexFlowerdot0,879,5804,PMGBtgwgdqyfgFLGT
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot4.png,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,Winter,Free,Elegant,Cute,fairy tale; formal; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexFlowerdot4,879,9920,Can7JCiG9L8Hm9TDc
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot1.png,Pink,No,720,180,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexFlowerdot1,879,9917,iPqdJXpkmoQHFa3bk
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot3.png,Yellow,No,720,180,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexFlowerdot3,879,9919,MKk8HkGiw8Dm5isEd
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot2.png,Blue,No,720,180,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,5,No,For sale,1.0.0,Yes,SocksTexFlowerdot2,879,9918,LQLHZmbq5ooLpTaSc
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee0.png,Black,No,840,210,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexFrilledknee0,605,5172,vmXP6mnS88memLCX4
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee2.png,Red,No,840,210,23,Red,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexFrilledknee2,605,11590,xds2s4575YP27vR8A
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee5.png,Pink,No,840,210,23,Pink,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexFrilledknee5,605,11593,v9tYcuwPdAT7v3wQS
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee3.png,Brown,No,840,210,23,Orange,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexFrilledknee3,605,11591,JNi4geueh5oD227xR
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee7.png,Yellow,No,840,210,23,Yellow,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,5,No,For sale,1.0.0,Yes,SocksTexFrilledknee7,605,11595,WdGcfiFNT7NYtgr2x
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee1.png,Green,No,840,210,23,Green,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,6,No,For sale,1.0.0,Yes,SocksTexFrilledknee1,605,11589,3Q2vgyB7ck687Eyqg
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee4.png,Mint,No,840,210,23,Aqua,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,7,No,For sale,1.0.0,Yes,SocksTexFrilledknee4,605,11592,CWTTXCXbYiGajL8GN
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee6.png,Purple,No,840,210,23,Purple,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,8,No,For sale,1.0.0,Yes,SocksTexFrilledknee6,605,11594,WXa2dtqHH4yTqi72y
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled0.png,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,1,No,For sale,1.0.0,Yes,SocksTexFrilled0,607,5174,JjfAnWLyzasyYMg3v
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled2.png,Pink,No,720,180,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,2,No,For sale,1.0.0,Yes,SocksTexFrilled2,607,8935,eReXG6NHXaQ7K3hBX
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled1.png,Yellow,No,720,180,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,3,No,For sale,1.0.0,Yes,SocksTexFrilled1,607,8934,riCwe2zM7QyECk3Jr
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled3.png,Green,No,720,180,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,4,No,For sale,1.0.0,Yes,SocksTexFrilled3,607,8936,k4BtF693DbxH33AL6
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled5.png,Blue,No,720,180,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,5,No,For sale,1.0.0,Yes,SocksTexFrilled5,607,8938,gQw822wnuA7Cvo7nF
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled4.png,Purple,No,720,180,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,6,No,For sale,1.0.0,Yes,SocksTexFrilled4,607,8937,RTFEAwp3SBjAFWdd8
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter4.png,Black,No,600,150,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,1,No,For sale,1.0.0,Yes,SocksTexCharacter4,723,9995,Z325j6mwSX7psKc6s
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter2.png,Red,No,600,150,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,2,No,For sale,1.0.0,Yes,SocksTexCharacter2,723,9993,qSjBCKKdyA4KREoye
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter0.png,Pink,No,600,150,23,Pink,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,3,No,For sale,1.0.0,Yes,SocksTexCharacter0,723,5406,foRRtKZSXYm9y3rX9
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter3.png,Green,No,600,150,23,Green,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,4,No,For sale,1.0.0,Yes,SocksTexCharacter3,723,9994,hj2f2Lh4d4ZEWsi6B
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter1.png,Blue,No,600,150,23,Blue,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,5,No,For sale,1.0.0,Yes,SocksTexCharacter1,723,9992,y8GCEKe7n9XX2TW4n
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter1.png,White,No,980,245,23,White,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexGarter1,541,9661,iDmZtgECn8KRQuAMs
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter0.png,Black,No,980,245,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexGarter0,541,4747,iwKjqecWcWav7tNss
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter3.png,Red,No,980,245,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexGarter3,541,9663,88SHPWGpx3C5ft2dv
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter2.png,Purple,No,980,245,23,Purple,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexGarter2,541,9662,RN674wx6333j9XEHA
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo4.png,Pink,No,950,237,51,Pink,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,1,No,For sale,1.0.0,Yes,SocksTexChimayo4,749,9915,PuAirT3RNJoiq4EsZ
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo0.png,Yellow,No,950,237,51,Yellow,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,2,No,For sale,1.0.0,Yes,SocksTexChimayo0,749,5444,iRLnesjDYbtq9h3KN
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo5.png,Green,No,950,237,51,Green,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,3,No,For sale,1.0.0,Yes,SocksTexChimayo5,749,9916,jiHCobNrHoCB3jBao
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo1.png,Peacock blue,No,950,237,51,Aqua,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,4,No,For sale,1.0.0,Yes,SocksTexChimayo1,749,9912,LREKsNHetcJzH6h8w
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo2.png,Purple,No,950,237,51,Purple,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,5,No,For sale,1.0.0,Yes,SocksTexChimayo2,749,9913,eLuF389npgRiWzMAS
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo3.png,Beige,No,950,237,51,Beige,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,6,No,For sale,1.0.0,Yes,SocksTexChimayo3,749,9914,ssdvzowHC9cjHtC7E
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit2.png,Orange,No,700,175,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,1,No,For sale,1.0.0,Yes,SocksTexHandknit2,620,9077,digGMqMoQXzCPZHcp
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit0.png,Green,No,700,175,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,2,No,For sale,1.0.0,Yes,SocksTexHandknit0,620,5196,z54zAKmuyqXF6pRiL
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit1.png,Purple,No,700,175,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,3,No,For sale,1.0.0,Yes,SocksTexHandknit1,620,9076,j5an4tBSddSdQKoTE
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole0.png,Blue,No,NFS,10,53,Blue,Blue,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,1,No,Not for sale,1.0.0,Yes,SocksTexHole0,610,5178,eaux4kbxPYywzEPnk
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole1.png,Navy blue,No,NFS,10,53,Blue,Blue,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,2,No,Not for sale,1.0.0,Yes,SocksTexHole1,610,9070,ekrFBBgdDZN9rCRyX
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole2.png,White,No,NFS,10,53,Beige,Beige,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,3,No,Not for sale,1.0.0,Yes,SocksTexHole2,610,9071,mCipqhEgf8Co9QRig
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights0.png,Black,No,350,87,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,1,No,For sale,1.0.0,Yes,SocksTexHoletights0,608,5176,CWxgPmSn9NHnRk7n8
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights3.png,Red,No,350,87,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Cool,Active,everyday; goth; theatrical,2,No,For sale,1.0.0,Yes,SocksTexHoletights3,608,9666,XddtgttTuvd2aGgJz
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights1.png,Pink,No,350,87,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,3,No,For sale,1.0.0,Yes,SocksTexHoletights1,608,9664,kfjtinkEFrk92xCDv
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights7.png,Yellow,No,350,87,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,4,No,For sale,1.0.0,Yes,SocksTexHoletights7,608,9670,ZZ6wt2b5AyB4R3pEd
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights5.png,Green,No,350,87,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,5,No,For sale,1.0.0,Yes,SocksTexHoletights5,608,9668,HsCb6Xa2yr6KfoP3j
